subdir	provider	fid	words_fixed	words_buggy	fixed_err	buggy_err
benchmark_results_cloud_figshare-osce-subset	azure	GAS0002	1140	1103	48	115
benchmark_results_cloud_figshare-osce-subset	azure	GAS0005	1599	1541	96	210
benchmark_results_cloud_figshare-osce-subset	azure	GAS0004	1180	1127	78	178
benchmark_results_cloud_figshare-osce-subset	azure	MSK0004	1125	1096	66	111
benchmark_results_cloud_figshare-osce-subset	azure	MSK0007	1358	1333	57	105
benchmark_results_cloud_figshare-osce-subset	azure	DER0001	1554	1485	140	269
benchmark_results_cloud_figshare-osce-subset	azure	GEN0001	1132	1093	64	139
benchmark_results_cloud_figshare-osce-subset	azure	MSK0010	1505	1473	81	139
benchmark_results_cloud_figshare-osce-subset	azure	MSK0008	1417	1391	104	152
benchmark_results_cloud_figshare-osce-subset	azure	MSK0017	1735	1681	95	202
benchmark_results_cloud_figshare-osce-subset	azure	MSK0003	1866	1810	111	217
benchmark_results_cloud_figshare-osce-subset	azure	MSK0009	1572	1520	123	214
benchmark_results_cloud_figshare-osce-subset	azure	MSK0037	1682	1620	112	232
benchmark_results_cloud_figshare-osce-subset	azure	MSK0019	1337	1298	104	175
benchmark_results_cloud_figshare-osce-subset	azure	MSK0046	1225	1188	65	138
benchmark_results_cloud_figshare-osce-subset	azure	MSK0015	1622	1576	100	183
benchmark_results_cloud_figshare-osce-subset	azure	MSK0039	1404	1367	56	129
benchmark_results_cloud_figshare-osce-subset	azure	MSK0029	2268	2186	152	306
benchmark_results_cloud_figshare-osce-subset	azure	MSK0043	1772	1694	187	336
benchmark_results_cloud_figshare-osce-subset	azure	MSK0016	2064	1999	110	238
benchmark_results_cloud_figshare-osce-subset	azure	RES0002	1162	1144	311	344
benchmark_results_cloud_figshare-osce-subset	azure	RES0059	1358	1327	162	218
benchmark_results_cloud_figshare-osce-subset	azure	RES0111	965	927	66	141
benchmark_results_cloud_figshare-osce-subset	azure	RES0074	1246	1206	136	213
benchmark_results_cloud_figshare-osce-subset	azure	RES0007	1874	1811	118	239
benchmark_results_cloud_figshare-osce-subset	azure	RES0043	1503	1451	140	232
benchmark_results_cloud_figshare-osce-subset	azure	RES0090	1193	1160	56	118
benchmark_results_cloud_figshare-osce-subset	azure	RES0154	943	922	67	109
benchmark_results_cloud_figshare-osce-subset	azure	RES0118	947	921	43	95
benchmark_results_cloud_figshare-osce-subset	azure	RES0147	1274	1234	131	198
benchmark_results_cloud_figshare-osce-subset	azure	RES0159	1104	1060	62	143
benchmark_results_cloud_figshare-osce-subset	azure	RES0110	1565	1512	79	179
benchmark_results_cloud_figshare-osce-subset	azure	RES0143	1119	1080	107	172
benchmark_results_cloud_figshare-osce-subset	azure	RES0171	1368	1306	113	227
benchmark_results_cloud_figshare-osce-subset	azure	RES0053	1982	1906	317	455
benchmark_results_cloud_figshare-osce-subset	azure	RES0133	1264	1222	128	194
benchmark_results_cloud_figshare-osce-subset	azure	RES0062	1965	1905	203	317
benchmark_results_cloud_figshare-osce-subset	azure	RES0188	957	932	62	111
benchmark_results_cloud_figshare-osce-subset	azure	RES0203	920	895	56	103
benchmark_results_cloud_figshare-osce-subset	azure	RES0184	970	946	87	129
benchmark_results_cloud_figshare-osce-subset	google	CAR0001	1053	1027	163	208
benchmark_results_cloud_figshare-osce-subset	google	CAR0004	920	896	177	208
benchmark_results_cloud_figshare-osce-subset	azure	RES0183	1217	1178	106	176
benchmark_results_cloud_figshare-osce-subset	azure	RES0199	1152	1118	70	130
benchmark_results_cloud_figshare-osce-subset	google	GAS0002	1140	1103	114	172
benchmark_results_cloud_figshare-osce-subset	google	GAS0003	1093	1036	179	271
benchmark_results_cloud_figshare-osce-subset	google	CAR0002	1067	1043	139	179
benchmark_results_cloud_figshare-osce-subset	google	GAS0007	903	884	160	196
benchmark_results_cloud_figshare-osce-subset	google	GAS0001	1033	984	187	272
benchmark_results_cloud_figshare-osce-subset	google	CAR0005	1292	1228	144	254
benchmark_results_cloud_figshare-osce-subset	google	CAR0003	1281	1259	180	220
benchmark_results_cloud_figshare-osce-subset	google	GAS0004	1180	1127	187	284
benchmark_results_cloud_figshare-osce-subset	google	GAS0005	1599	1541	213	317
benchmark_results_cloud_figshare-osce-subset	google	DER0001	1554	1485	292	406
benchmark_results_cloud_figshare-osce-subset	google	MSK0004	1125	1096	148	192
benchmark_results_cloud_figshare-osce-subset	google	GEN0001	1132	1093	181	240
benchmark_results_cloud_figshare-osce-subset	google	MSK0007	1358	1333	166	211
benchmark_results_cloud_figshare-osce-subset	google	MSK0009	1572	1520	236	324
benchmark_results_cloud_figshare-osce-subset	google	MSK0008	1417	1391	203	252
benchmark_results_cloud_figshare-osce-subset	google	MSK0019	1337	1298	142	212
benchmark_results_cloud_figshare-osce-subset	google	MSK0010	1505	1473	188	244
benchmark_results_cloud_figshare-osce-subset	google	MSK0003	1866	1810	239	336
benchmark_results_cloud_figshare-osce-subset	google	MSK0037	1682	1620	246	361
benchmark_results_cloud_figshare-osce-subset	google	MSK0015	1622	1576	250	330
benchmark_results_cloud_figshare-osce-subset	google	MSK0046	1225	1188	200	264
benchmark_results_cloud_figshare-osce-subset	google	MSK0043	1772	1694	203	347
benchmark_results_cloud_figshare-osce-subset	google	MSK0039	1404	1367	198	267
benchmark_results_cloud_figshare-osce-subset	google	MSK0017	1735	1681	285	388
benchmark_results_cloud_figshare-osce-subset	google	MSK0016	2064	1999	238	364
benchmark_results_cloud_figshare-osce-subset	google	RES0002	1162	1144	359	388
benchmark_results_cloud_figshare-osce-subset	google	RES0090	1193	1160	187	232
benchmark_results_cloud_figshare-osce-subset	google	RES0007	1874	1811	231	345
benchmark_results_cloud_figshare-osce-subset	google	RES0059	1358	1327	290	344
benchmark_results_cloud_figshare-osce-subset	google	RES0074	1246	1206	240	317
benchmark_results_cloud_figshare-osce-subset	google	MSK0029	2268	2186	341	487
benchmark_results_cloud_figshare-osce-subset	google	RES0118	947	921	109	154
benchmark_results_cloud_figshare-osce-subset	google	RES0111	965	927	168	237
benchmark_results_cloud_figshare-osce-subset	google	RES0043	1503	1451	237	321
benchmark_results_cloud_figshare-osce-subset	google	RES0154	943	922	146	186
benchmark_results_cloud_figshare-osce-subset	google	RES0143	1119	1080	179	240
benchmark_results_cloud_figshare-osce-subset	google	RES0147	1274	1234	259	320
benchmark_results_cloud_figshare-osce-subset	google	RES0159	1104	1060	181	257
benchmark_results_cloud_figshare-osce-subset	google	RES0110	1565	1512	202	297
benchmark_results_cloud_figshare-osce-subset	google	RES0053	1982	1906	464	594
benchmark_results_cloud_figshare-osce-subset	google	RES0133	1264	1222	175	234
benchmark_results_cloud_figshare-osce-subset	google	RES0062	1965	1905	430	535
benchmark_results_cloud_figshare-osce-subset	google	RES0203	920	895	124	166
benchmark_results_cloud_figshare-osce-subset	google	RES0188	957	932	137	183
benchmark_results_cloud_figshare-osce-subset	google	RES0171	1368	1306	282	386
benchmark_results_cloud_figshare-osce-subset	google	RES0184	970	946	160	198
benchmark_results_cloud_figshare-osce-subset	google	RES0199	1152	1118	184	244
benchmark_results_cloud_figshare-osce-subset	google	RES0183	1217	1178	229	288
