subdir	provider	fid	words_fixed	words_buggy	fixed_err	buggy_err
benchmark_results_cloud_figshare-osce	azure	RES0081	1455	1391	187	312
benchmark_results_cloud_figshare-osce	azure	RES0092	837	800	63	134
benchmark_results_cloud_figshare-osce	azure	RES0087	1359	1306	103	203
benchmark_results_cloud_figshare-osce	azure	RES0091	901	869	32	89
benchmark_results_cloud_figshare-osce	azure	RES0089	1800	1749	128	221
benchmark_results_cloud_figshare-osce	azure	RES0090	1193	1160	56	118
benchmark_results_cloud_figshare-osce	azure	RES0088	1373	1336	88	148
benchmark_results_cloud_figshare-osce	azure	RES0086	1523	1463	195	300
benchmark_results_cloud_figshare-osce	azure	RES0094	793	766	70	123
benchmark_results_cloud_figshare-osce	azure	RES0095	1467	1426	140	214
benchmark_results_cloud_figshare-osce	azure	RES0098	1474	1422	96	197
benchmark_results_cloud_figshare-osce	azure	RES0096	1292	1251	132	213
benchmark_results_cloud_figshare-osce	azure	RES0093	1606	1543	143	267
benchmark_results_cloud_figshare-osce	azure	RES0099	1554	1505	158	249
benchmark_results_cloud_figshare-osce	azure	RES0101	1430	1379	95	196
benchmark_results_cloud_figshare-osce	azure	RES0097	1381	1319	108	222
benchmark_results_cloud_figshare-osce	azure	RES0106	1307	1251	94	194
benchmark_results_cloud_figshare-osce	azure	RES0103	1100	1063	80	148
benchmark_results_cloud_figshare-osce	azure	RES0109	845	817	35	91
benchmark_results_cloud_figshare-osce	azure	RES0104	1563	1511	101	200
benchmark_results_cloud_figshare-osce	azure	RES0100	1767	1710	119	226
benchmark_results_cloud_figshare-osce	azure	RES0111	965	927	66	141
benchmark_results_cloud_figshare-osce	azure	RES0108	950	918	51	110
benchmark_results_cloud_figshare-osce	azure	RES0112	835	795	52	127
benchmark_results_cloud_figshare-osce	azure	RES0105	1738	1663	143	281
benchmark_results_cloud_figshare-osce	azure	RES0107	1596	1520	90	224
benchmark_results_cloud_figshare-osce	azure	RES0110	1565	1512	79	179
benchmark_results_cloud_figshare-osce	azure	RES0113	1079	1043	59	130
benchmark_results_cloud_figshare-osce	azure	RES0102	2025	1952	139	279
benchmark_results_cloud_figshare-osce	azure	RES0117	951	920	66	120
benchmark_results_cloud_figshare-osce	azure	RES0118	947	921	43	95
benchmark_results_cloud_figshare-osce	azure	RES0119	1359	1302	40	151
benchmark_results_cloud_figshare-osce	azure	RES0121	962	930	70	130
benchmark_results_cloud_figshare-osce	azure	RES0114	1673	1606	94	224
benchmark_results_cloud_figshare-osce	azure	RES0122	1046	1005	79	158
benchmark_results_cloud_figshare-osce	azure	RES0120	1381	1325	92	204
benchmark_results_cloud_figshare-osce	azure	RES0116	1588	1533	81	178
benchmark_results_cloud_figshare-osce	azure	RES0124	1729	1675	124	219
benchmark_results_cloud_figshare-osce	azure	RES0126	1858	1784	151	293
benchmark_results_cloud_figshare-osce	azure	RES0123	1716	1647	151	284
benchmark_results_cloud_figshare-osce	azure	RES0127	1461	1418	97	177
benchmark_results_cloud_figshare-osce	azure	RES0129	1078	1040	68	138
benchmark_results_cloud_figshare-osce	azure	RES0130	1329	1282	114	200
benchmark_results_cloud_figshare-osce	azure	RES0128	1095	1062	75	141
benchmark_results_cloud_figshare-osce	azure	RES0131	1231	1176	114	218
benchmark_results_cloud_figshare-osce	azure	RES0137	1274	1216	119	233
benchmark_results_cloud_figshare-osce	azure	RES0132	1309	1276	106	172
benchmark_results_cloud_figshare-osce	azure	RES0142	778	758	71	106
benchmark_results_cloud_figshare-osce	azure	RES0138	1148	1118	126	181
benchmark_results_cloud_figshare-osce	azure	RES0135	1224	1191	129	189
benchmark_results_cloud_figshare-osce	azure	RES0133	1264	1222	128	194
benchmark_results_cloud_figshare-osce	azure	RES0139	1131	1093	125	191
benchmark_results_cloud_figshare-osce	azure	RES0140	907	877	104	163
benchmark_results_cloud_figshare-osce	azure	RES0136	1243	1211	109	171
benchmark_results_cloud_figshare-osce	azure	RES0143	1119	1080	107	172
benchmark_results_cloud_figshare-osce	azure	RES0141	987	949	93	161
benchmark_results_cloud_figshare-osce	azure	RES0147	1274	1234	131	198
benchmark_results_cloud_figshare-osce	azure	RES0146	898	870	95	147
benchmark_results_cloud_figshare-osce	azure	RES0148	1136	1101	98	162
benchmark_results_cloud_figshare-osce	azure	RES0145	1326	1277	115	208
benchmark_results_cloud_figshare-osce	azure	RES0144	1153	1119	113	181
benchmark_results_cloud_figshare-osce	azure	RES0151	1157	1125	89	148
benchmark_results_cloud_figshare-osce	azure	RES0152	1059	1028	86	145
benchmark_results_cloud_figshare-osce	azure	RES0150	1147	1099	106	189
benchmark_results_cloud_figshare-osce	azure	RES0149	1270	1231	70	147
benchmark_results_cloud_figshare-osce	azure	RES0156	1016	983	76	135
benchmark_results_cloud_figshare-osce	azure	RES0153	1103	1063	74	147
benchmark_results_cloud_figshare-osce	azure	RES0154	943	922	67	109
benchmark_results_cloud_figshare-osce	azure	RES0159	1104	1060	62	143
benchmark_results_cloud_figshare-osce	azure	RES0160	1135	1093	98	175
benchmark_results_cloud_figshare-osce	azure	RES0158	1079	1034	60	141
benchmark_results_cloud_figshare-osce	azure	RES0162	1235	1183	99	195
benchmark_results_cloud_figshare-osce	azure	RES0155	1439	1380	98	209
benchmark_results_cloud_figshare-osce	azure	RES0161	1034	993	95	167
benchmark_results_cloud_figshare-osce	azure	RES0166	1155	1117	114	181
benchmark_results_cloud_figshare-osce	azure	RES0165	909	881	87	140
benchmark_results_cloud_figshare-osce	azure	RES0169	946	906	90	165
benchmark_results_cloud_figshare-osce	azure	RES0163	1200	1155	96	176
benchmark_results_cloud_figshare-osce	azure	RES0167	1181	1132	72	163
benchmark_results_cloud_figshare-osce	azure	RES0164	1248	1197	136	232
benchmark_results_cloud_figshare-osce	azure	RES0172	1195	1148	115	202
benchmark_results_cloud_figshare-osce	azure	RES0170	1351	1300	134	225
benchmark_results_cloud_figshare-osce	azure	RES0168	1329	1271	84	200
benchmark_results_cloud_figshare-osce	azure	RES0175	1017	979	76	145
benchmark_results_cloud_figshare-osce	azure	RES0177	1193	1151	85	165
benchmark_results_cloud_figshare-osce	azure	RES0171	1368	1306	113	227
benchmark_results_cloud_figshare-osce	azure	RES0173	1262	1210	114	212
benchmark_results_cloud_figshare-osce	azure	RES0184	970	946	87	129
benchmark_results_cloud_figshare-osce	azure	RES0182	945	919	60	108
benchmark_results_cloud_figshare-osce	azure	RES0176	1305	1269	94	162
benchmark_results_cloud_figshare-osce	azure	RES0181	1184	1154	112	159
benchmark_results_cloud_figshare-osce	azure	RES0178	1125	1082	87	168
benchmark_results_cloud_figshare-osce	azure	RES0174	1549	1484	134	246
benchmark_results_cloud_figshare-osce	azure	RES0180	1065	1020	80	164
benchmark_results_cloud_figshare-osce	azure	RES0179	1291	1254	114	187
benchmark_results_cloud_figshare-osce	azure	RES0185	1075	1026	89	172
benchmark_results_cloud_figshare-osce	azure	RES0183	1217	1178	106	176
benchmark_results_cloud_figshare-osce	azure	RES0188	957	932	62	111
benchmark_results_cloud_figshare-osce	azure	RES0191	927	905	57	94
benchmark_results_cloud_figshare-osce	azure	RES0186	1069	1020	79	176
benchmark_results_cloud_figshare-osce	azure	RES0189	1439	1397	103	187
benchmark_results_cloud_figshare-osce	azure	RES0187	1303	1275	87	141
benchmark_results_cloud_figshare-osce	azure	RES0196	943	910	73	136
benchmark_results_cloud_figshare-osce	azure	RES0198	857	833	32	77
benchmark_results_cloud_figshare-osce	azure	RES0190	1290	1263	81	133
benchmark_results_cloud_figshare-osce	azure	RES0192	1280	1243	82	153
benchmark_results_cloud_figshare-osce	azure	RES0199	1152	1118	70	130
benchmark_results_cloud_figshare-osce	azure	RES0197	966	943	58	100
benchmark_results_cloud_figshare-osce	azure	RES0201	1059	1024	87	149
benchmark_results_cloud_figshare-osce	azure	RES0195	1335	1297	85	158
benchmark_results_cloud_figshare-osce	azure	RES0193	1431	1382	113	204
benchmark_results_cloud_figshare-osce	azure	RES0203	920	895	56	103
benchmark_results_cloud_figshare-osce	azure	RES0194	1395	1339	109	203
benchmark_results_cloud_figshare-osce	azure	RES0204	995	959	53	123
benchmark_results_cloud_figshare-osce	azure	RES0200	1351	1316	126	195
benchmark_results_cloud_figshare-osce	azure	RES0207	818	789	61	113
benchmark_results_cloud_figshare-osce	azure	RES0205	1049	1009	80	155
benchmark_results_cloud_figshare-osce	azure	RES0209	1108	1062	76	161
benchmark_results_cloud_figshare-osce	azure	RES0202	1522	1472	128	221
benchmark_results_cloud_figshare-osce	azure	RES0212	1304	1238	68	188
benchmark_results_cloud_figshare-osce	azure	RES0214	1123	1093	72	121
benchmark_results_cloud_figshare-osce	azure	RES0210	1139	1119	86	123
benchmark_results_cloud_figshare-osce	azure	RES0206	1354	1309	131	215
benchmark_results_cloud_figshare-osce	azure	RES0208	1322	1254	128	255
benchmark_results_cloud_figshare-osce	azure	RES0213	1485	1383	88	279
benchmark_results_cloud_figshare-osce	azure	RES0211	1415	1355	127	241
benchmark_results_cloud_figshare-osce	azure	RES0216	1604	1531	60	201
benchmark_results_cloud_figshare-osce	azure	RES0056	1174	1140	153	212
benchmark_results_cloud_figshare-osce	deepgram	CAR0001	1053	1027	104	152
benchmark_results_cloud_figshare-osce	azure	RES0215	1386	1329	83	187
benchmark_results_cloud_figshare-osce	azure	RES0134	1679	1630	143	241
benchmark_results_cloud_figshare-osce	azure	RES0217	1486	1424	60	173
benchmark_results_cloud_figshare-osce	deepgram	CAR0004	920	896	94	138
benchmark_results_cloud_figshare-osce	deepgram	GAS0001	1033	984	101	193
benchmark_results_cloud_figshare-osce	deepgram	CAR0002	1067	1043	86	126
benchmark_results_cloud_figshare-osce	deepgram	GAS0002	1140	1103	87	152
benchmark_results_cloud_figshare-osce	deepgram	GAS0003	1093	1036	110	214
benchmark_results_cloud_figshare-osce	azure	RES0125	1638	1576	154	263
benchmark_results_cloud_figshare-osce	deepgram	CAR0003	1281	1259	118	155
benchmark_results_cloud_figshare-osce	deepgram	CAR0005	1292	1228	99	217
benchmark_results_cloud_figshare-osce	deepgram	GAS0004	1180	1127	119	219
benchmark_results_cloud_figshare-osce	deepgram	GAS0007	903	884	103	141
benchmark_results_cloud_figshare-osce	deepgram	DER0001	1554	1485	179	299
benchmark_results_cloud_figshare-osce	deepgram	GAS0005	1599	1541	160	271
benchmark_results_cloud_figshare-osce	deepgram	MSK0007	1358	1333	111	159
benchmark_results_cloud_figshare-osce	deepgram	MSK0008	1417	1391	142	188
benchmark_results_cloud_figshare-osce	deepgram	GEN0001	1132	1093	84	159
benchmark_results_cloud_figshare-osce	deepgram	MSK0004	1125	1096	106	153
benchmark_results_cloud_figshare-osce	deepgram	MSK0003	1866	1810	155	259
benchmark_results_cloud_figshare-osce	deepgram	MSK0010	1505	1473	126	186
benchmark_results_cloud_figshare-osce	deepgram	MSK0009	1572	1520	169	260
benchmark_results_cloud_figshare-osce	deepgram	MSK0039	1404	1367	105	178
benchmark_results_cloud_figshare-osce	deepgram	RES0002	1162	1144	328	360
benchmark_results_cloud_figshare-osce	deepgram	MSK0019	1337	1298	61	129
benchmark_results_cloud_figshare-osce	deepgram	MSK0015	1622	1576	141	224
benchmark_results_cloud_figshare-osce	deepgram	MSK0037	1682	1620	161	281
benchmark_results_cloud_figshare-osce	deepgram	MSK0046	1225	1188	105	175
benchmark_results_cloud_figshare-osce	deepgram	MSK0017	1735	1681	152	259
benchmark_results_cloud_figshare-osce	deepgram	MSK0029	2268	2186	229	380
benchmark_results_cloud_figshare-osce	deepgram	MSK0016	2064	1999	148	274
benchmark_results_cloud_figshare-osce	deepgram	MSK0043	1772	1694	146	295
benchmark_results_cloud_figshare-osce	deepgram	RES0090	1193	1160	87	152
benchmark_results_cloud_figshare-osce	deepgram	RES0059	1358	1327	211	267
benchmark_results_cloud_figshare-osce	deepgram	RES0043	1503	1451	184	269
benchmark_results_cloud_figshare-osce	deepgram	RES0118	947	921	50	102
benchmark_results_cloud_figshare-osce	deepgram	RES0074	1246	1206	174	253
benchmark_results_cloud_figshare-osce	deepgram	RES0111	965	927	94	170
benchmark_results_cloud_figshare-osce	deepgram	RES0053	1982	1906	357	495
benchmark_results_cloud_figshare-osce	deepgram	RES0007	1874	1811	162	281
benchmark_results_cloud_figshare-osce	deepgram	RES0154	943	922	108	150
benchmark_results_cloud_figshare-osce	deepgram	RES0147	1274	1234	162	230
benchmark_results_cloud_figshare-osce	deepgram	RES0110	1565	1512	116	217
benchmark_results_cloud_figshare-osce	deepgram	RES0143	1119	1080	96	156
benchmark_results_cloud_figshare-osce	deepgram	RES0133	1264	1222	93	163
benchmark_results_cloud_figshare-osce	deepgram	RES0188	957	932	103	153
benchmark_results_cloud_figshare-osce	deepgram	RES0062	1965	1905	275	391
benchmark_results_cloud_figshare-osce	deepgram	RES0171	1368	1306	160	271
benchmark_results_cloud_figshare-osce	deepgram	RES0203	920	895	93	138
benchmark_results_cloud_figshare-osce	deepgram	RES0184	970	946	114	154
benchmark_results_cloud_figshare-osce	deepgram	RES0159	1104	1060	77	159
benchmark_results_cloud_figshare-osce	deepgram	MSK0001	983	960	94	133
benchmark_results_cloud_figshare-osce	deepgram	RES0183	1217	1178	141	211
benchmark_results_cloud_figshare-osce	deepgram	RES0199	1152	1118	117	178
benchmark_results_cloud_figshare-osce	deepgram	MSK0018	976	940	42	107
benchmark_results_cloud_figshare-osce	deepgram	MSK0012	1652	1600	122	225
benchmark_results_cloud_figshare-osce	deepgram	MSK0014	1575	1529	137	225
benchmark_results_cloud_figshare-osce	deepgram	MSK0005	1513	1462	117	219
benchmark_results_cloud_figshare-osce	deepgram	MSK0011	1535	1501	172	233
benchmark_results_cloud_figshare-osce	deepgram	MSK0006	1781	1720	134	249
benchmark_results_cloud_figshare-osce	deepgram	MSK0013	1610	1562	134	226
benchmark_results_cloud_figshare-osce	deepgram	MSK0025	1580	1511	106	240
benchmark_results_cloud_figshare-osce	deepgram	MSK0023	1229	1181	108	196
benchmark_results_cloud_figshare-osce	deepgram	MSK0022	2164	2091	161	301
benchmark_results_cloud_figshare-osce	deepgram	MSK0024	1193	1162	77	134
benchmark_results_cloud_figshare-osce	deepgram	MSK0026	1365	1338	113	159
benchmark_results_cloud_figshare-osce	deepgram	MSK0020	1683	1636	160	249
benchmark_results_cloud_figshare-osce	deepgram	MSK0021	1745	1691	204	309
benchmark_results_cloud_figshare-osce	deepgram	MSK0027	1377	1331	155	242
benchmark_results_cloud_figshare-osce	deepgram	MSK0034	1448	1417	138	195
benchmark_results_cloud_figshare-osce	deepgram	MSK0031	1299	1247	107	209
benchmark_results_cloud_figshare-osce	deepgram	MSK0032	1198	1154	58	130
benchmark_results_cloud_figshare-osce	deepgram	MSK0036	1757	1714	142	225
benchmark_results_cloud_figshare-osce	deepgram	MSK0044	1177	1132	89	177
benchmark_results_cloud_figshare-osce	deepgram	MSK0040	1488	1446	142	219
benchmark_results_cloud_figshare-osce	deepgram	MSK0028	1836	1785	166	263
benchmark_results_cloud_figshare-osce	deepgram	MSK0035	1596	1549	127	210
benchmark_results_cloud_figshare-osce	deepgram	MSK0033	1687	1621	137	263
benchmark_results_cloud_figshare-osce	deepgram	MSK0041	1583	1543	118	194
benchmark_results_cloud_figshare-osce	deepgram	MSK0042	1522	1471	100	200
benchmark_results_cloud_figshare-osce	deepgram	MSK0045	1394	1354	117	192
benchmark_results_cloud_figshare-osce	deepgram	RES0003	1261	1213	111	201
benchmark_results_cloud_figshare-osce	deepgram	RES0001	1526	1469	164	273
benchmark_results_cloud_figshare-osce	deepgram	MSK0038	1895	1828	155	285
benchmark_results_cloud_figshare-osce	deepgram	RES0004	1723	1650	199	329
benchmark_results_cloud_figshare-osce	deepgram	MSK0049	1372	1333	94	168
benchmark_results_cloud_figshare-osce	deepgram	MSK0050	1285	1257	76	130
benchmark_results_cloud_figshare-osce	deepgram	RES0008	1171	1129	115	197
benchmark_results_cloud_figshare-osce	deepgram	RES0006	1240	1207	106	172
benchmark_results_cloud_figshare-osce	deepgram	RES0010	1070	1018	88	192
benchmark_results_cloud_figshare-osce	deepgram	RES0011	1647	1573	148	291
benchmark_results_cloud_figshare-osce	deepgram	RES0013	1400	1325	137	277
benchmark_results_cloud_figshare-osce	deepgram	RES0005	1645	1578	120	252
benchmark_results_cloud_figshare-osce	deepgram	RES0009	1446	1372	142	288
benchmark_results_cloud_figshare-osce	deepgram	RES0012	2168	2058	234	440
benchmark_results_cloud_figshare-osce	deepgram	RES0015	1607	1551	117	223
benchmark_results_cloud_figshare-osce	deepgram	RES0014	1429	1383	134	224
benchmark_results_cloud_figshare-osce	deepgram	RES0016	1327	1287	116	189
benchmark_results_cloud_figshare-osce	deepgram	RES0021	1255	1226	125	182
benchmark_results_cloud_figshare-osce	deepgram	RES0018	1334	1294	98	174
benchmark_results_cloud_figshare-osce	deepgram	RES0023	1099	1054	139	224
benchmark_results_cloud_figshare-osce	deepgram	RES0019	1334	1300	106	167
benchmark_results_cloud_figshare-osce	deepgram	RES0017	1751	1698	129	229
benchmark_results_cloud_figshare-osce	deepgram	RES0024	1004	969	108	176
benchmark_results_cloud_figshare-osce	deepgram	RES0020	1413	1386	104	153
benchmark_results_cloud_figshare-osce	deepgram	RES0029	811	787	72	113
benchmark_results_cloud_figshare-osce	deepgram	RES0025	1393	1342	165	258
benchmark_results_cloud_figshare-osce	deepgram	RES0026	1544	1504	144	224
benchmark_results_cloud_figshare-osce	deepgram	RES0022	1999	1927	191	326
benchmark_results_cloud_figshare-osce	deepgram	RES0028	1156	1130	114	152
benchmark_results_cloud_figshare-osce	deepgram	RES0027	1366	1323	102	182
benchmark_results_cloud_figshare-osce	deepgram	RES0036	1423	1368	130	229
benchmark_results_cloud_figshare-osce	deepgram	RES0035	958	944	74	97
benchmark_results_cloud_figshare-osce	deepgram	RES0030	1184	1158	113	153
benchmark_results_cloud_figshare-osce	deepgram	RES0037	1453	1413	139	208
benchmark_results_cloud_figshare-osce	deepgram	RES0038	1554	1504	144	233
benchmark_results_cloud_figshare-osce	deepgram	RES0032	1212	1169	99	169
benchmark_results_cloud_figshare-osce	deepgram	RES0031	1343	1297	102	190
benchmark_results_cloud_figshare-osce	deepgram	RES0039	1672	1635	180	243
benchmark_results_cloud_figshare-osce	deepgram	RES0033	1372	1306	117	243
benchmark_results_cloud_figshare-osce	deepgram	RES0034	1685	1627	126	233
benchmark_results_cloud_figshare-osce	deepgram	RES0045	1204	1158	94	180
benchmark_results_cloud_figshare-osce	deepgram	RES0042	1264	1222	154	222
benchmark_results_cloud_figshare-osce	deepgram	RES0052	828	809	145	182
benchmark_results_cloud_figshare-osce	deepgram	RES0049	1622	1555	157	286
benchmark_results_cloud_figshare-osce	deepgram	RES0050	1109	1084	83	133
benchmark_results_cloud_figshare-osce	deepgram	RES0051	997	970	133	180
benchmark_results_cloud_figshare-osce	deepgram	RES0048	1809	1726	137	296
benchmark_results_cloud_figshare-osce	deepgram	RES0056	1174	1140	189	249
benchmark_results_cloud_figshare-osce	deepgram	RES0046	1588	1532	134	245
benchmark_results_cloud_figshare-osce	deepgram	RES0044	1859	1776	146	306
benchmark_results_cloud_figshare-osce	deepgram	RES0047	1628	1575	163	267
benchmark_results_cloud_figshare-osce	deepgram	RES0058	1514	1462	251	344
benchmark_results_cloud_figshare-osce	deepgram	RES0055	1375	1328	235	328
benchmark_results_cloud_figshare-osce	deepgram	RES0057	1245	1194	246	340
benchmark_results_cloud_figshare-osce	deepgram	RES0065	1089	1064	155	204
benchmark_results_cloud_figshare-osce	deepgram	RES0064	1078	1046	122	178
benchmark_results_cloud_figshare-osce	deepgram	RES0060	1683	1616	282	411
benchmark_results_cloud_figshare-osce	deepgram	RES0069	1026	994	110	173
benchmark_results_cloud_figshare-osce	deepgram	RES0067	946	912	140	198
benchmark_results_cloud_figshare-osce	deepgram	RES0063	1439	1384	183	289
benchmark_results_cloud_figshare-osce	deepgram	RES0066	1192	1160	168	230
benchmark_results_cloud_figshare-osce	deepgram	RES0068	1213	1168	154	229
benchmark_results_cloud_figshare-osce	deepgram	RES0054	2491	2446	725	802
benchmark_results_cloud_figshare-osce	deepgram	RES0061	1783	1701	257	409
benchmark_results_cloud_figshare-osce	deepgram	RES0070	976	946	129	184
benchmark_results_cloud_figshare-osce	deepgram	RES0072	1182	1150	208	269
benchmark_results_cloud_figshare-osce	deepgram	RES0075	1112	1070	144	221
benchmark_results_cloud_figshare-osce	deepgram	RES0073	1340	1303	185	255
benchmark_results_cloud_figshare-osce	deepgram	RES0071	1301	1261	192	264
benchmark_results_cloud_figshare-osce	deepgram	RES0079	841	815	147	197
benchmark_results_cloud_figshare-osce	deepgram	RES0076	1569	1513	207	317
benchmark_results_cloud_figshare-osce	deepgram	RES0085	959	923	113	180
benchmark_results_cloud_figshare-osce	deepgram	RES0078	1140	1092	171	257
benchmark_results_cloud_figshare-osce	deepgram	RES0082	932	891	152	234
benchmark_results_cloud_figshare-osce	deepgram	RES0083	990	962	147	193
benchmark_results_cloud_figshare-osce	deepgram	RES0084	1562	1516	173	264
benchmark_results_cloud_figshare-osce	deepgram	RES0080	1225	1179	203	288
benchmark_results_cloud_figshare-osce	deepgram	RES0091	901	869	49	106
benchmark_results_cloud_figshare-osce	deepgram	RES0077	1649	1585	262	386
benchmark_results_cloud_figshare-osce	deepgram	RES0086	1523	1463	225	333
benchmark_results_cloud_figshare-osce	deepgram	RES0081	1455	1391	235	358
benchmark_results_cloud_figshare-osce	deepgram	RES0092	837	800	89	160
benchmark_results_cloud_figshare-osce	deepgram	RES0089	1800	1749	176	270
benchmark_results_cloud_figshare-osce	deepgram	RES0087	1359	1306	139	239
benchmark_results_cloud_figshare-osce	deepgram	RES0094	793	766	76	129
benchmark_results_cloud_figshare-osce	deepgram	RES0088	1373	1336	151	211
benchmark_results_cloud_figshare-osce	deepgram	RES0095	1467	1426	149	224
benchmark_results_cloud_figshare-osce	deepgram	RES0097	1381	1319	135	251
benchmark_results_cloud_figshare-osce	deepgram	RES0099	1554	1505	171	266
benchmark_results_cloud_figshare-osce	deepgram	RES0096	1292	1251	151	232
benchmark_results_cloud_figshare-osce	deepgram	RES0093	1606	1543	177	296
benchmark_results_cloud_figshare-osce	deepgram	RES0098	1474	1422	119	220
benchmark_results_cloud_figshare-osce	deepgram	RES0103	1100	1063	116	184
benchmark_results_cloud_figshare-osce	deepgram	RES0106	1307	1251	142	244
benchmark_results_cloud_figshare-osce	deepgram	RES0108	950	918	90	147
benchmark_results_cloud_figshare-osce	deepgram	RES0101	1430	1379	128	228
benchmark_results_cloud_figshare-osce	deepgram	RES0107	1596	1520	153	294
benchmark_results_cloud_figshare-osce	deepgram	RES0102	2025	1952	176	316
benchmark_results_cloud_figshare-osce	deepgram	RES0100	1767	1710	143	253
benchmark_results_cloud_figshare-osce	deepgram	RES0109	845	817	62	118
benchmark_results_cloud_figshare-osce	deepgram	RES0104	1563	1511	147	243
benchmark_results_cloud_figshare-osce	deepgram	RES0112	835	795	67	142
benchmark_results_cloud_figshare-osce	deepgram	RES0117	951	920	82	138
benchmark_results_cloud_figshare-osce	deepgram	RES0105	1738	1663	180	316
benchmark_results_cloud_figshare-osce	deepgram	RES0121	962	930	51	111
benchmark_results_cloud_figshare-osce	deepgram	RES0113	1079	1043	81	152
benchmark_results_cloud_figshare-osce	deepgram	RES0116	1588	1533	144	231
benchmark_results_cloud_figshare-osce	deepgram	RES0120	1381	1325	57	165
benchmark_results_cloud_figshare-osce	deepgram	RES0122	1046	1005	70	151
benchmark_results_cloud_figshare-osce	deepgram	RES0119	1359	1302	84	197
benchmark_results_cloud_figshare-osce	deepgram	RES0128	1095	1062	109	175
benchmark_results_cloud_figshare-osce	deepgram	RES0114	1673	1606	162	294
benchmark_results_cloud_figshare-osce	deepgram	RES0130	1329	1282	81	166
benchmark_results_cloud_figshare-osce	deepgram	RES0126	1858	1784	216	353
benchmark_results_cloud_figshare-osce	deepgram	RES0131	1231	1176	73	177
benchmark_results_cloud_figshare-osce	deepgram	RES0129	1078	1040	113	182
benchmark_results_cloud_figshare-osce	deepgram	RES0123	1716	1647	116	248
benchmark_results_cloud_figshare-osce	deepgram	RES0125	1638	1576	101	209
benchmark_results_cloud_figshare-osce	deepgram	RES0124	1729	1675	95	191
benchmark_results_cloud_figshare-osce	deepgram	RES0127	1461	1418	136	218
benchmark_results_cloud_figshare-osce	deepgram	RES0135	1224	1191	79	141
benchmark_results_cloud_figshare-osce	deepgram	RES0137	1274	1216	106	217
benchmark_results_cloud_figshare-osce	deepgram	RES0132	1309	1276	65	128
benchmark_results_cloud_figshare-osce	deepgram	RES0139	1131	1093	102	170
benchmark_results_cloud_figshare-osce	deepgram	RES0138	1148	1118	100	159
benchmark_results_cloud_figshare-osce	deepgram	RES0140	907	877	89	146
benchmark_results_cloud_figshare-osce	deepgram	RES0136	1243	1211	88	150
benchmark_results_cloud_figshare-osce	deepgram	RES0142	778	758	66	102
benchmark_results_cloud_figshare-osce	deepgram	RES0146	898	870	112	161
benchmark_results_cloud_figshare-osce	deepgram	RES0141	987	949	82	157
benchmark_results_cloud_figshare-osce	deepgram	RES0134	1679	1630	81	179
benchmark_results_cloud_figshare-osce	deepgram	RES0144	1153	1119	150	218
benchmark_results_cloud_figshare-osce	deepgram	RES0148	1136	1101	114	179
benchmark_results_cloud_figshare-osce	deepgram	RES0150	1147	1099	124	217
benchmark_results_cloud_figshare-osce	deepgram	RES0145	1326	1277	127	222
benchmark_results_cloud_figshare-osce	deepgram	RES0151	1157	1125	95	154
benchmark_results_cloud_figshare-osce	deepgram	RES0156	1016	983	106	165
benchmark_results_cloud_figshare-osce	deepgram	RES0149	1270	1231	96	170
benchmark_results_cloud_figshare-osce	deepgram	RES0153	1103	1063	102	178
benchmark_results_cloud_figshare-osce	deepgram	RES0152	1059	1028	99	158
benchmark_results_cloud_figshare-osce	deepgram	RES0158	1079	1034	98	180
benchmark_results_cloud_figshare-osce	deepgram	RES0162	1235	1183	111	209
benchmark_results_cloud_figshare-osce	deepgram	RES0165	909	881	110	164
benchmark_results_cloud_figshare-osce	deepgram	RES0163	1200	1155	140	217
benchmark_results_cloud_figshare-osce	deepgram	RES0160	1135	1093	128	201
benchmark_results_cloud_figshare-osce	deepgram	RES0161	1034	993	94	168
benchmark_results_cloud_figshare-osce	deepgram	RES0155	1439	1380	149	260
benchmark_results_cloud_figshare-osce	deepgram	RES0166	1155	1117	160	228
benchmark_results_cloud_figshare-osce	deepgram	RES0164	1248	1197	164	257
benchmark_results_cloud_figshare-osce	deepgram	RES0175	1017	979	106	177
benchmark_results_cloud_figshare-osce	deepgram	RES0172	1195	1148	151	234
benchmark_results_cloud_figshare-osce	deepgram	RES0169	946	906	114	189
benchmark_results_cloud_figshare-osce	deepgram	RES0173	1262	1210	156	257
benchmark_results_cloud_figshare-osce	deepgram	RES0167	1181	1132	107	199
benchmark_results_cloud_figshare-osce	deepgram	RES0179	1291	1254	142	215
benchmark_results_cloud_figshare-osce	deepgram	RES0168	1329	1271	134	249
benchmark_results_cloud_figshare-osce	deepgram	RES0170	1351	1300	185	274
benchmark_results_cloud_figshare-osce	deepgram	RES0178	1125	1082	126	207
benchmark_results_cloud_figshare-osce	deepgram	RES0182	945	919	96	144
benchmark_results_cloud_figshare-osce	deepgram	RES0177	1193	1151	136	217
benchmark_results_cloud_figshare-osce	deepgram	RES0176	1305	1269	129	197
benchmark_results_cloud_figshare-osce	deepgram	RES0181	1184	1154	167	220
benchmark_results_cloud_figshare-osce	deepgram	RES0186	1069	1020	107	204
benchmark_results_cloud_figshare-osce	deepgram	RES0180	1065	1020	127	209
benchmark_results_cloud_figshare-osce	deepgram	RES0185	1075	1026	116	202
benchmark_results_cloud_figshare-osce	deepgram	RES0189	1439	1397	155	239
